Asset,frequency,start,end,Record_exist,Record_missing
GBPCHF,Minutes_5,29/07/2019 02:30,07/08/2019 02:45,2017,3
GBPCHF,Weekly,12/05/2002 00:00,04/08/2019 00:00,900,0
GBPHKD,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
GBPHKD,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
GBPHKD,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
GBPHKD,Minutely,05/08/2019 15:29,07/08/2019 02:45,2072,45
GBPHKD,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
GBPHKD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
GBPHKD,Minutes_5,29/07/2019 02:20,07/08/2019 02:45,2018,4
GBPHKD,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
GBPJPY,Daily,28/05/2015 00:00,07/08/2019 00:00,1087,239
GBPJPY,Hourly,06/03/2019 16:00,07/08/2019 02:00,2091,515
GBPJPY,Hours_4,29/08/2018 08:00,07/08/2019 00:00,1457,5
GBPJPY,Minutely,05/08/2019 15:46,07/08/2019 02:45,2072,28
GBPJPY,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
GBPJPY,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
GBPJPY,Minutes_5,29/07/2019 02:35,07/08/2019 02:45,2018,1
GBPJPY,Weekly,12/05/2002 00:00,04/08/2019 00:00,900,0
GBPNZD,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
GBPNZD,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
GBPNZD,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
GBPNZD,Minutely,05/08/2019 15:59,07/08/2019 02:45,2067,20
GBPNZD,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
GBPNZD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
GBPNZD,Minutes_5,29/07/2019 02:35,07/08/2019 02:45,2017,2
GBPNZD,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
GBPPLN,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
GBPPLN,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
GBPPLN,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
GBPPLN,Minutely,05/08/2019 16:11,07/08/2019 02:45,2067,8
GBPPLN,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
GBPPLN,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
GBPPLN,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
GBPPLN,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
GBPSGD,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
GBPSGD,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
GBPSGD,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
GBPSGD,Minutely,05/08/2019 15:50,07/08/2019 02:45,2072,24
GBPSGD,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
GBPSGD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
GBPSGD,Minutes_5,29/07/2019 02:35,07/08/2019 02:45,2018,1
GBPSGD,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
GBPUSD,Daily,23/04/2015 00:00,07/08/2019 00:00,1112,239
GBPUSD,Hourly,30/01/2019 16:00,07/08/2019 02:00,2668,538
GBPUSD,Hours_4,21/12/2009 00:00,07/08/2019 00:00,9548,1028
GBPUSD,Minutely,09/04/2019 08:11,07/08/2019 02:45,26061,24653
GBPUSD,Minutes_15,28/03/2019 07:45,07/08/2019 02:45,3497,1996
GBPUSD,Minutes_30,15/03/2019 00:00,07/08/2019 02:30,2709,1517
GBPUSD,Minutes_5,03/04/2019 07:40,07/08/2019 02:45,8400,5154
GBPUSD,Weekly,12/05/2002 00:00,04/08/2019 00:00,900,0
GBPZAR,Daily,11/06/2015 00:00,07/08/2019 00:00,1077,239
GBPZAR,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
GBPZAR,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
GBPZAR,Minutely,05/08/2019 16:04,07/08/2019 02:45,2066,16
GBPZAR,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
GBPZAR,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
GBPZAR,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
GBPZAR,Weekly,30/05/2004 00:00,04/08/2019 00:00,793,0
HK33HKD,Daily,12/03/2015 00:00,06/08/2019 00:00,1088,291
HK33HKD,Hourly,17/01/2019 18:00,06/08/2019 19:00,1966,1375
HK33HKD,Hours_4,09/05/2018 08:00,06/08/2019 16:00,1292,648
HK33HKD,Minutely,08/05/2019 13:50,06/08/2019 19:59,6161,15957
HK33HKD,Minutes_15,11/04/2019 09:15,06/08/2019 19:45,2056,2443
HK33HKD,Minutes_30,18/03/2019 05:30,06/08/2019 19:30,2123,2030
HK33HKD,Minutes_5,24/04/2019 06:15,06/08/2019 19:55,3992,5190
HK33HKD,Weekly,02/02/2003 00:00,04/08/2019 00:00,862,0
HKDJPY,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
HKDJPY,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
HKDJPY,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
HKDJPY,Minutely,05/08/2019 15:50,07/08/2019 02:45,2071,25
HKDJPY,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
HKDJPY,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
HKDJPY,Minutes_5,29/07/2019 02:35,07/08/2019 02:45,2015,4
HKDJPY,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
IN50USD,Daily,27/04/2015 00:00,06/08/2019 00:00,1091,257
IN50USD,Hourly,04/03/2019 07:00,06/08/2019 23:00,2060,600
IN50USD,Hours_4,13/08/2018 20:00,06/08/2019 20:00,1359,171
IN50USD,Minutely,09/05/2019 06:28,06/08/2019 23:44,6217,15184
IN50USD,Minutes_15,23/04/2019 19:45,06/08/2019 23:30,2082,1622
IN50USD,Minutes_30,08/04/2019 20:00,06/08/2019 23:30,1944,1468
IN50USD,Minutes_5,30/04/2019 06:10,06/08/2019 23:40,4047,4035
IN50USD,Weekly,28/08/2011 00:00,04/08/2019 00:00,415,0
JP225USD,Daily,15/05/2015 00:00,07/08/2019 00:00,1092,243
JP225USD,Hourly,11/03/2019 02:00,07/08/2019 02:00,2083,465
JP225USD,Hours_4,20/08/2018 12:00,07/08/2019 00:00,1485,18
JP225USD,Minutely,09/05/2019 09:24,07/08/2019 02:45,6313,15093
JP225USD,Minutes_15,26/04/2019 09:15,07/08/2019 02:45,2053,1418
JP225USD,Minutes_30,10/04/2019 08:00,07/08/2019 02:30,1990,1356
JP225USD,Minutes_5,01/05/2019 08:35,07/08/2019 02:45,4172,3631
JP225USD,Weekly,16/03/2003 00:00,04/08/2019 00:00,856,0
MBTCUSD,Daily,03/07/2016 00:00,07/08/2019 00:00,1027,8
MBTCUSD,Hourly,05/06/2019 00:00,07/08/2019 02:00,1074,11
MBTCUSD,Hours_4,04/12/2018 00:00,07/08/2019 00:00,1037,13
MBTCUSD,Minutely,05/08/2019 16:00,07/08/2019 02:45,2080,6
MBTCUSD,Minutes_15,23/07/2019 23:00,07/08/2019 02:45,968,8
MBTCUSD,Minutes_30,09/07/2019 05:00,07/08/2019 02:30,996,9
MBTCUSD,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2006,12
MBTCUSD,Weekly,03/01/2016 00:00,04/08/2019 00:00,188,0
NAS100USD,Daily,19/05/2015 00:00,07/08/2019 00:00,1092,241
NAS100USD,Hourly,11/03/2019 02:00,07/08/2019 02:00,2083,465
NAS100USD,Hours_4,03/09/2018 12:00,07/08/2019 00:00,1425,18
NAS100USD,Minutely,09/05/2019 10:44,07/08/2019 02:45,6259,15067
NAS100USD,Minutes_15,26/04/2019 09:30,07/08/2019 02:45,2053,1417
NAS100USD,Minutes_30,10/04/2019 08:00,07/08/2019 02:30,1990,1356
NAS100USD,Minutes_5,01/05/2019 15:55,07/08/2019 02:45,4109,3606
NAS100USD,Weekly,23/03/2003 00:00,04/08/2019 00:00,855,0
NATGASUSD,Daily,07/05/2015 00:00,07/08/2019 00:00,1102,239
NATGASUSD,Hourly,15/02/2019 01:00,07/08/2019 02:00,2439,494
NATGASUSD,Hours_4,20/08/2018 16:00,07/08/2019 00:00,1485,17
NATGASUSD,Minutely,16/04/2019 22:47,07/08/2019 02:40,10325,33645
NATGASUSD,Minutes_15,03/04/2019 17:30,07/08/2019 02:30,3183,1886
NATGASUSD,Minutes_30,21/03/2019 19:00,07/08/2019 02:30,2546,1450
NATGASUSD,Minutes_5,08/04/2019 08:30,07/08/2019 02:40,6185,6496
NATGASUSD,Weekly,02/02/2003 00:00,04/08/2019 00:00,862,0
NL25EUR,Daily,07/05/2015 00:00,06/08/2019 00:00,1091,249
NL25EUR,Hourly,31/01/2019 09:00,06/08/2019 22:00,1834,1351
NL25EUR,Hours_4,02/05/2018 08:00,06/08/2019 20:00,1292,679
NL25EUR,Minutely,08/05/2019 15:59,06/08/2019 22:59,6211,15958
NL25EUR,Minutes_15,11/04/2019 13:00,06/08/2019 22:45,2056,2440
NL25EUR,Minutes_30,18/03/2019 10:00,06/08/2019 22:30,2116,2034
NL25EUR,Minutes_5,23/04/2019 19:25,06/08/2019 22:55,4058,5290
NL25EUR,Weekly,20/01/2008 00:00,04/08/2019 00:00,603,0
NZDCAD,Daily,21/08/2015 00:00,07/08/2019 00:00,1027,238
NZDCAD,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
NZDCAD,Hours_4,05/12/2018 12:00,07/08/2019 00:00,1037,4
NZDCAD,Minutely,05/08/2019 16:15,07/08/2019 02:45,2066,5
NZDCAD,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
NZDCAD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
NZDCAD,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
NZDCAD,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
NZDCHF,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
NZDCHF,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
NZDCHF,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
NZDCHF,Minutely,05/08/2019 15:37,07/08/2019 02:43,2062,45
NZDCHF,Minutes_15,24/07/2019 00:00,07/08/2019 02:30,971,0
NZDCHF,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
NZDCHF,Minutes_5,29/07/2019 02:15,07/08/2019 02:40,2016,6
NZDCHF,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
NZDHKD,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
NZDHKD,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
NZDHKD,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
NZDHKD,Minutely,05/08/2019 15:10,07/08/2019 02:44,2065,70
NZDHKD,Minutes_15,23/07/2019 23:45,07/08/2019 02:30,971,1
NZDHKD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
NZDHKD,Minutes_5,29/07/2019 02:30,07/08/2019 02:40,2013,6
NZDHKD,Weekly,08/06/2008 00:00,04/08/2019 00:00,583,0
NZDJPY,Daily,21/05/2015 00:00,07/08/2019 00:00,1092,239
NZDJPY,Hourly,13/03/2019 08:00,07/08/2019 02:00,2099,395
NZDJPY,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
NZDJPY,Minutely,05/08/2019 16:18,07/08/2019 02:45,2065,3
NZDJPY,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
NZDJPY,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
NZDJPY,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
NZDJPY,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
NZDSGD,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
NZDSGD,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
NZDSGD,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
NZDSGD,Minutely,05/08/2019 16:03,07/08/2019 02:45,2065,18
NZDSGD,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
NZDSGD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
NZDSGD,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
NZDSGD,Weekly,08/06/2008 00:00,04/08/2019 00:00,583,0
NZDUSD,Daily,21/05/2015 00:00,07/08/2019 00:00,1092,239
NZDUSD,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
NZDUSD,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
NZDUSD,Minutely,05/08/2019 14:00,07/08/2019 02:43,2060,144
NZDUSD,Minutes_15,23/07/2019 23:45,07/08/2019 02:30,971,1
NZDUSD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
NZDUSD,Minutes_5,29/07/2019 01:25,07/08/2019 02:40,2012,20
NZDUSD,Weekly,29/09/2002 00:00,04/08/2019 00:00,880,0
SG30SGD,Daily,21/05/2015 00:00,06/08/2019 00:00,1091,239
SG30SGD,Hourly,06/03/2019 08:00,06/08/2019 23:00,2067,544
SG30SGD,Hours_4,05/09/2018 08:00,06/08/2019 20:00,1426,5
SG30SGD,Minutely,09/05/2019 06:26,06/08/2019 23:44,6231,15172
SG30SGD,Minutes_15,23/04/2019 23:30,06/08/2019 23:30,2096,1593
SG30SGD,Minutes_30,09/04/2019 07:30,06/08/2019 23:30,1951,1438
SG30SGD,Minutes_5,30/04/2019 08:15,06/08/2019 23:40,4076,3981
SG30SGD,Weekly,25/01/2004 00:00,04/08/2019 00:00,807,4
SGDCHF,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
SGDCHF,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
SGDCHF,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
SGDCHF,Minutely,05/08/2019 15:37,07/08/2019 02:44,2071,37
SGDCHF,Minutes_15,23/07/2019 23:45,07/08/2019 02:30,971,1
SGDCHF,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
SGDCHF,Minutes_5,29/07/2019 02:40,07/08/2019 02:40,2016,1
SGDCHF,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
SGDHKD,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
SGDHKD,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
SGDHKD,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
SGDHKD,Minutely,05/08/2019 15:52,07/08/2019 02:45,2071,23
SGDHKD,Minutes_15,23/07/2019 23:45,07/08/2019 02:45,972,1
SGDHKD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
SGDHKD,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
SGDHKD,Weekly,08/06/2008 00:00,04/08/2019 00:00,583,0
SGDJPY,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
SGDJPY,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
SGDJPY,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
SGDJPY,Minutely,05/08/2019 16:00,07/08/2019 02:45,2070,16
SGDJPY,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
SGDJPY,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
SGDJPY,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2016,2
SGDJPY,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
SOYBNUSD,Daily,01/04/2015 00:00,06/08/2019 00:00,1099,266
SOYBNUSD,Hourly,01/02/2019 03:00,06/08/2019 21:00,2370,796
SOYBNUSD,Hours_4,13/08/2018 12:00,06/08/2019 20:00,1470,62
SOYBNUSD,Minutely,10/04/2019 05:50,06/08/2019 21:19,14615,34578
SOYBNUSD,Minutes_15,01/04/2019 11:15,06/08/2019 21:15,2950,2315
SOYBNUSD,Minutes_30,11/03/2019 06:00,06/08/2019 21:00,2526,1830
SOYBNUSD,Minutes_5,03/04/2019 14:00,06/08/2019 21:15,6464,6948
SOYBNUSD,Weekly,16/03/2003 00:00,04/08/2019 00:00,856,0
SPX500USD,Daily,05/05/2015 00:00,07/08/2019 00:00,1102,241
SPX500USD,Hourly,15/02/2019 06:00,07/08/2019 02:00,2441,487
SPX500USD,Hours_4,20/08/2018 12:00,07/08/2019 00:00,1485,18
SPX500USD,Minutely,22/04/2019 10:43,07/08/2019 02:45,27610,11772
SPX500USD,Minutes_15,08/04/2019 13:30,07/08/2019 02:45,3219,1579
SPX500USD,Minutes_30,22/03/2019 13:00,07/08/2019 02:30,2578,1382
SPX500USD,Minutes_5,11/04/2019 17:55,07/08/2019 02:45,7184,4522
SPX500USD,Weekly,23/03/2003 00:00,04/08/2019 00:00,855,0
SUGARUSD,Daily,09/04/2015 00:00,06/08/2019 00:00,1093,267
SUGARUSD,Hourly,29/11/2018 17:00,06/08/2019 19:00,1664,2003
SUGARUSD,Hours_4,20/12/2017 08:00,06/08/2019 16:00,1216,1312
SUGARUSD,Minutely,30/04/2019 17:38,06/08/2019 19:58,6093,24093
SUGARUSD,Minutes_15,27/03/2019 16:15,06/08/2019 19:45,2019,3461
SUGARUSD,Minutes_30,21/02/2019 12:00,06/08/2019 19:30,2034,2550
SUGARUSD,Minutes_5,08/04/2019 19:50,06/08/2019 19:55,4041,8423
SUGARUSD,Weekly,09/03/2003 00:00,04/08/2019 00:00,857,0
TRYJPY,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
TRYJPY,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
TRYJPY,Hours_4,05/12/2018 08:00,07/08/2019 00:00,1037,5
TRYJPY,Minutely,05/08/2019 15:27,07/08/2019 02:45,2060,59
TRYJPY,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
TRYJPY,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
TRYJPY,Minutes_5,29/07/2019 02:30,07/08/2019 02:45,2018,2
TRYJPY,Weekly,18/02/2007 00:00,04/08/2019 00:00,651,0
TWIXUSD,Daily,17/04/2015 00:00,06/08/2019 00:00,1091,263
TWIXUSD,Hourly,06/03/2019 06:00,06/08/2019 23:00,2067,546
TWIXUSD,Hours_4,05/09/2018 08:00,06/08/2019 20:00,1426,5
TWIXUSD,Minutely,09/05/2019 03:57,06/08/2019 23:44,6259,15293
TWIXUSD,Minutes_15,23/04/2019 11:00,06/08/2019 23:30,2082,1657
TWIXUSD,Minutes_30,08/04/2019 17:30,06/08/2019 23:30,1951,1466
TWIXUSD,Minutes_5,29/04/2019 04:35,06/08/2019 23:40,4047,4340
TWIXUSD,Weekly,04/09/2011 00:00,04/08/2019 00:00,410,4
UK100GBP,Daily,23/04/2015 00:00,06/08/2019 00:00,1089,261
UK100GBP,Hourly,28/02/2019 07:00,06/08/2019 22:00,2032,675
UK100GBP,Hours_4,17/08/2018 08:00,06/08/2019 20:00,1441,68
UK100GBP,Minutely,09/05/2019 07:00,06/08/2019 22:59,6254,15070
UK100GBP,Minutes_15,18/04/2019 09:45,06/08/2019 22:45,2106,1923
UK100GBP,Minutes_30,01/04/2019 15:00,06/08/2019 22:30,2014,1646
UK100GBP,Minutes_5,26/04/2019 18:00,06/08/2019 22:55,4073,4431
UK100GBP,Weekly,23/03/2003 00:00,04/08/2019 00:00,855,0
UK10YBGBP,Daily,14/04/2015 00:00,06/08/2019 00:00,1094,263
UK10YBGBP,Hourly,04/12/2018 16:00,06/08/2019 19:00,1674,1964
UK10YBGBP,Hours_4,11/01/2018 08:00,06/08/2019 16:00,1219,1225
UK10YBGBP,Minutely,07/05/2019 13:45,06/08/2019 19:58,6154,17362
UK10YBGBP,Minutes_15,01/04/2019 16:00,06/08/2019 19:45,2029,3211
UK10YBGBP,Minutes_30,28/02/2019 12:00,06/08/2019 19:30,2039,2450
UK10YBGBP,Minutes_5,15/04/2019 11:20,06/08/2019 19:55,4039,7092
UK10YBGBP,Weekly,29/06/2003 00:00,04/08/2019 00:00,841,0
US2000USD,Daily,19/05/2015 00:00,07/08/2019 00:00,1097,236
US2000USD,Hourly,11/03/2019 02:00,07/08/2019 02:00,2083,465
US2000USD,Hours_4,03/09/2018 12:00,07/08/2019 00:00,1425,18
US2000USD,Minutely,09/05/2019 10:46,07/08/2019 02:45,6250,15074
US2000USD,Minutes_15,26/04/2019 09:30,07/08/2019 02:45,2053,1417
US2000USD,Minutes_30,10/04/2019 08:00,07/08/2019 02:30,1990,1356
US2000USD,Minutes_5,01/05/2019 15:55,07/08/2019 02:45,4109,3606
US2000USD,Weekly,23/03/2003 00:00,04/08/2019 00:00,855,0
US30USD,Daily,05/05/2015 00:00,07/08/2019 00:00,1102,241
US30USD,Hourly,15/02/2019 06:00,07/08/2019 02:00,2257,671
US30USD,Hours_4,20/08/2018 16:00,07/08/2019 00:00,1485,17
US30USD,Minutely,17/04/2019 20:47,07/08/2019 02:45,13349,29359
US30USD,Minutes_15,05/04/2019 04:30,07/08/2019 02:45,2154,2776
US30USD,Minutes_30,22/03/2019 13:00,07/08/2019 02:30,1975,1985
US30USD,Minutes_5,11/04/2019 09:30,07/08/2019 02:45,4156,7651
US30USD,Weekly,23/03/2003 00:00,04/08/2019 00:00,855,0
USB02YUSD,Daily,07/05/2015 00:00,07/08/2019 00:00,1102,239
USB02YUSD,Hourly,14/02/2019 22:00,07/08/2019 02:00,2151,785
USB02YUSD,Hours_4,20/08/2018 08:00,07/08/2019 00:00,1485,19
USB02YUSD,Minutely,16/04/2019 15:13,07/08/2019 02:45,6210,38216
USB02YUSD,Minutes_15,04/04/2019 10:30,07/08/2019 02:45,2159,2843
USB02YUSD,Minutes_30,22/03/2019 03:30,07/08/2019 02:30,1987,1992
USB02YUSD,Minutes_5,08/04/2019 18:10,07/08/2019 02:45,4120,8446
USB02YUSD,Weekly,06/04/2003 00:00,04/08/2019 00:00,853,0
USB05YUSD,Daily,07/05/2015 00:00,07/08/2019 00:00,1102,239
USB05YUSD,Hourly,14/02/2019 22:00,07/08/2019 02:00,2317,619
USB05YUSD,Hours_4,20/08/2018 12:00,07/08/2019 00:00,1485,18
USB05YUSD,Minutely,16/04/2019 13:22,07/08/2019 02:44,6211,38325
USB05YUSD,Minutes_15,04/04/2019 11:00,07/08/2019 02:30,2162,2837
USB05YUSD,Minutes_30,22/03/2019 05:30,07/08/2019 02:30,1991,1984
USB05YUSD,Minutes_5,08/04/2019 20:55,07/08/2019 02:40,4137,8395
USB05YUSD,Weekly,06/04/2003 00:00,04/08/2019 00:00,853,0
USB10YUSD,Daily,07/05/2015 00:00,07/08/2019 00:00,1102,239
USB10YUSD,Hourly,14/02/2019 22:00,07/08/2019 02:00,2152,784
USB10YUSD,Hours_4,20/08/2018 12:00,07/08/2019 00:00,1485,18
USB10YUSD,Minutely,16/04/2019 15:38,07/08/2019 02:44,6144,38256
USB10YUSD,Minutes_15,05/04/2019 22:15,07/08/2019 02:30,2049,2809
USB10YUSD,Minutes_30,22/03/2019 04:30,07/08/2019 02:30,1993,1984
USB10YUSD,Minutes_5,08/04/2019 21:40,07/08/2019 02:40,4145,8378
USB10YUSD,Weekly,23/03/2003 00:00,04/08/2019 00:00,855,0
USB30YUSD,Daily,07/05/2015 00:00,07/08/2019 00:00,1102,239
USB30YUSD,Hourly,14/02/2019 17:00,07/08/2019 02:00,2150,791
USB30YUSD,Hours_4,20/08/2018 12:00,07/08/2019 00:00,1485,18
USB30YUSD,Minutely,16/04/2019 16:52,07/08/2019 02:45,6221,38106
USB30YUSD,Minutes_15,04/04/2019 08:00,07/08/2019 02:45,2169,2843
USB30YUSD,Minutes_30,22/03/2019 04:00,07/08/2019 02:30,1987,1991
USB30YUSD,Minutes_5,08/04/2019 19:35,07/08/2019 02:45,4156,8393
USB30YUSD,Weekly,23/03/2003 00:00,04/08/2019 00:00,855,0
USDCAD,Daily,28/05/2015 00:00,07/08/2019 00:00,1089,237
USDCAD,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDCAD,Hours_4,05/12/2018 16:00,07/08/2019 00:00,1037,3
USDCAD,Minutely,05/08/2019 14:39,07/08/2019 02:45,2069,98
USDCAD,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDCAD,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDCAD,Minutes_5,29/07/2019 02:25,07/08/2019 02:45,2014,7
USDCAD,Weekly,12/05/2002 00:00,04/08/2019 00:00,900,0
USDCHF,Daily,21/05/2015 00:00,07/08/2019 00:00,1092,239
USDCHF,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
USDCHF,Hours_4,21/12/2009 00:00,07/08/2019 00:00,6946,3630
USDCHF,Minutely,05/08/2019 13:43,07/08/2019 02:43,2061,160
USDCHF,Minutes_15,23/07/2019 22:45,07/08/2019 02:30,971,5
USDCHF,Minutes_30,09/07/2019 07:30,07/08/2019 02:30,998,2
USDCHF,Minutes_5,26/07/2019 22:50,07/08/2019 02:40,2012,51
USDCHF,Weekly,12/05/2002 00:00,04/08/2019 00:00,900,0
USDCNH,Daily,29/05/2015 00:00,07/08/2019 00:00,1089,236
USDCNH,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDCNH,Hours_4,05/12/2018 20:00,07/08/2019 00:00,1037,2
USDCNH,Minutely,05/08/2019 16:16,07/08/2019 02:45,2064,6
USDCNH,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDCNH,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDCNH,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDCNH,Weekly,06/02/2011 00:00,04/08/2019 00:00,444,0
USDCZK,Daily,25/08/2015 00:00,07/08/2019 00:00,1027,236
USDCZK,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDCZK,Hours_4,05/12/2018 20:00,07/08/2019 00:00,1037,2
USDCZK,Minutely,05/08/2019 16:18,07/08/2019 02:45,2064,4
USDCZK,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDCZK,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDCZK,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDCZK,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
USDDKK,Daily,25/08/2015 00:00,07/08/2019 00:00,1027,236
USDDKK,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDDKK,Hours_4,05/12/2018 20:00,07/08/2019 00:00,1037,2
USDDKK,Minutely,05/08/2019 16:19,07/08/2019 02:45,2064,3
USDDKK,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDDKK,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDDKK,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDDKK,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
USDHKD,Daily,21/08/2015 00:00,07/08/2019 00:00,1027,238
USDHKD,Hourly,05/06/2019 08:00,07/08/2019 02:00,1075,2
USDHKD,Hours_4,05/12/2018 12:00,07/08/2019 00:00,1037,4
USDHKD,Minutely,05/08/2019 11:03,07/08/2019 02:44,2068,314
USDHKD,Minutes_15,23/07/2019 22:30,07/08/2019 02:30,971,6
